"No.","Time","Source","Destination","Protocol","Length","Info"
"177","2.562578","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"178","2.562579","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"179","2.562579","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"180","2.562579","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"181","2.562580","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"182","2.562580","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"183","2.562581","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"184","2.562958","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"185","2.563023","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"186","2.563063","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"187","2.563101","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"188","2.563140","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"189","2.563181","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"190","2.563220","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"191","2.564933","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"192","2.564934","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"193","2.564935","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"194","2.564935","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"195","2.565104","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"196","2.565164","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"197","2.568091","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"198","2.568091","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"199","2.568093","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"200","2.568093","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"201","2.568093","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"202","2.568094","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"203","2.568094","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"204","2.568094","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"205","2.568095","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"206","2.568095","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"207","2.568297","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"208","2.568383","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"209","2.568423","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"210","2.568461","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"211","2.568497","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"212","2.573087","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"213","2.573087","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"214","2.573088","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"215","2.573089","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"216","2.573089","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"217","2.573089","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"218","2.573089","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"219","2.573090","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"220","2.573090","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"221","2.573301","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"222","2.573388","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"223","2.573434","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"224","2.573471","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"225","2.584851","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"226","2.584851","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"227","2.584852","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"228","2.584853","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"229","2.584853","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"230","2.584853","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"231","2.585063","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"232","2.585130","192.168.1.2","187.19.145.48","UDP","83","58957  >  443 Len=41"
"233","2.585175","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"234","2.587603","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"235","2.587607","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"236","2.587610","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"237","2.587612","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"238","2.587612","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"239","2.587614","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"240","2.587615","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"241","2.587615","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"242","2.587617","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"243","2.587618","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"244","2.587619","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"245","2.587620","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"246","2.587620","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"247","2.587622","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"248","2.587996","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"249","2.588055","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"250","2.588093","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"251","2.588129","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"252","2.588167","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"253","2.588205","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"254","2.588242","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"255","2.591922","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"256","2.591922","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"257","2.591924","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"258","2.591925","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"259","2.591925","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"260","2.591925","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"261","2.591926","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"262","2.591926","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"263","2.591927","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"264","2.591928","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"265","2.591928","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"266","2.591928","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"267","2.591929","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"268","2.591929","187.19.145.48","192.168.1.2","UDP","1392","443  >  58957 Len=1350"
"269","2.592291","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"270","2.592369","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"271","2.592408","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
"272","2.592445","192.168.1.2","187.19.145.48","UDP","70","58957  >  443 Len=28"
