"No.","Time","Source","Destination","Protocol","Length","Info"
"2077","5.141683","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2078","5.141684","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2079","5.141684","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2080","5.141685","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2081","5.141685","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2082","5.141686","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2083","5.141686","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2084","5.141687","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2085","5.141688","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2086","5.141688","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2087","5.141689","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
"2088","5.141965","192.168.1.2","187.19.145.48","UDP","88","53800  >  443 Len=46"
"2089","5.142119","192.168.1.2","187.19.145.48","UDP","88","53800  >  443 Len=46"
"2090","5.143485","187.19.145.48","192.168.1.2","UDP","1392","443  >  53800 Len=1350"
