"No.","Time","Source","Destination","Protocol","Length","Info"
"16538","16.003872","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16539","16.003872","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16540","16.003872","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16541","16.003873","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16542","16.003873","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16543","16.003874","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16544","16.004019","192.168.1.2","187.19.145.48","UDP","80","52409  >  443 Len=38"
"16545","16.004719","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16546","16.004719","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16547","16.004720","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16548","16.004720","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16549","16.004721","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16550","16.004721","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16551","16.004721","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16552","16.004722","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16553","16.004722","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16554","16.004722","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16555","16.004723","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16556","16.004850","192.168.1.2","187.19.145.48","UDP","93","52409  >  443 Len=51"
"16557","16.005606","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16558","16.005607","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16559","16.005608","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16560","16.005608","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
"16561","16.005608","187.19.145.48","192.168.1.2","UDP","1392","443  >  52409 Len=1350"
